blkmotion_blkm.minusones_mean,blkmotion_blkm.ones_mean,blkmotion_blkm.zeros_mean,blockiness_mean,blur_mean,brisque_0_mean,brisque_10_mean,brisque_11_mean,brisque_12_mean,brisque_13_mean,brisque_14_mean,brisque_15_mean,brisque_16_mean,brisque_17_mean,brisque_18_mean,brisque_19_mean,brisque_1_mean,brisque_20_mean,brisque_21_mean,brisque_22_mean,brisque_23_mean,brisque_24_mean,brisque_25_mean,brisque_26_mean,brisque_27_mean,brisque_28_mean,brisque_29_mean,brisque_2_mean,brisque_30_mean,brisque_31_mean,brisque_32_mean,brisque_33_mean,brisque_34_mean,brisque_35_mean,brisque_3_mean,brisque_4_mean,brisque_5_mean,brisque_6_mean,brisque_7_mean,brisque_8_mean,brisque_9_mean,color_fulness_mean,contrast_mean,cubcol.0.3_mean,cubcol.0.5_mean,cubcol.0.6_mean,cubcol.0_mean,cubcol.1.0_mean,cubrow.0.3_mean,cubrow.0.5_mean,cubrow.0.6_mean,cubrow.0_mean,cubrow.1.0_mean,fft_mean,mos,mos_class,movement_mean,noise_mean,rating_dist,saturation_mean,scene_cuts_mean,si_mean,staticness_mean,temporal_mean,ti_mean,tone_mean,uhdhdsim_mean
0.13692949907235621,0.14170421415319376,0.72136628677445,1.8996528687341891,1961.7291862833365,0.2381259258698534,0.20000000298023224,0.00012122441494452856,1.3641844100903694e-09,3.2209675633265503e-07,0.20000000298023224,0.00012062013849690292,1.496967103107834e-09,3.2167398712628367e-07,0.26328518459642375,0.0001556982713265353,6.281898119924437e-05,0.20000000298023224,0.00032429461627577475,1.4077114506432417e-08,2.3495059200421234e-06,0.20000000298023224,0.0002057425841653808,5.830963136219701e-09,1.0308022956669513e-06,0.20000000298023224,0.0001683375346534309,0.20000000298023224,1.7711989092506768e-08,7.297129333200259e-07,0.20000000298023224,0.00015878767749368477,2.7622208329656972e-08,7.142279684632554e-07,0.00023789391648278979,1.0585210504128472e-09,1.1736968971077089e-06,0.20000000298023224,0.00014019613141769057,7.383309973085218e-10,4.647244992646139e-07,117.34905797020298,76.75633976997881,0.0357759432435427,0.044787000864219086,0.05118387761182852,0.02393634449335334,0.02948229486601992,0.06089370137874489,0.06526937135940648,0.06747271081725148,0.06086488477158738,0.06799915353839055,16212.860498674945,3.08,3,15.364815618569958,0.1657434550085812,"{'2': 4, '3': 20, '4': 5, '5': 1}",76.97976813924656,0.001851851851851852,0.07263120042865195,281.3547671574672,2.849583874083653,0.026355475639847786,0.28775789186632417,101.83934603129421
0.01799433343274679,0.03319117208470027,0.948814494482553,10.10937105690339,25138.329606574596,0.26566458341355126,0.20000000298023224,0.00011251201278052273,6.587568506096394e-07,1.587991722355279e-06,0.20000000298023224,8.511601627105846e-05,7.516489069085234e-07,1.4706833672069783e-06,0.30524375004072984,0.0006411383813732149,0.00025481283634386877,0.20000000298023224,0.0005477229028353274,1.2847817086954669e-06,1.13946469525672e-05,0.20000000298023224,1.0994828461237856e-05,5.636291477154979e-06,5.84159996606104e-06,0.20000000298023224,-0.0001195118340016658,0.20000000298023224,5.592560908477632e-06,3.5942917179454526e-06,0.20000000298023224,-0.0001694296145918391,6.248870398432397e-06,3.358148829590846e-06,0.00037109980118354237,1.4300546915535506e-07,3.5815475470712953e-06,0.20000000298023224,0.00020845714334427612,5.504660212096724e-07,2.4647374800679243e-06,47.423767711830074,94.47021177247508,0.30654754242037313,0.021904310488694796,0.0553988258345979,0.38768063197629155,0.09501612462905872,0.1287801904160741,0.0876617561511594,0.1368935351790649,0.04999470990848334,0.16534113086346255,19600.20396257031,4.466666666666669,4,4.686649124710647,0.46942922293081973,"{'3': 1, '4': 17, '5': 16}",30.353010142291033,0.0,0.22464512358114858,356.6662556538474,1.7971570836175697,0.012213129287570035,0.0,88.87824828238188
0.09017678674543597,0.08676098254341937,0.8230622307111447,0.8102835352654122,1573.9761964840675,0.23967708374063174,0.20000000298023224,0.00012046776085223125,1.1517090565381823e-11,3.147391886129669e-07,0.20000000298023224,0.00011936047552959886,1.0913836469128609e-11,3.084386605775591e-07,0.28324166672925155,0.00013012763360507052,4.963354214832331e-05,0.20000000298023224,0.0002741611355228694,3.14348297126105e-10,1.6397580253235677e-06,0.20000000298023224,0.00023581839692875898,1.4217588825080888e-09,1.2170041693922626e-06,0.20000000298023224,0.00016732874379764932,0.20000000298023224,2.319374862443109e-09,6.348959746725151e-07,0.20000000298023224,0.00016913709047609396,1.3108229542756432e-09,6.244326667366924e-07,0.00019761265324783986,7.326808074816759e-12,8.574917547539881e-07,0.20000000298023224,0.00017242672611625192,9.863736509432147e-12,6.439965039600759e-07,133.72986444488564,81.5318437592774,0.07315285445272603,0.060429244022800095,0.057360606641611245,0.06944416135215524,0.05154123591671682,0.043964738451366815,0.04355375596257625,0.04188068318149327,0.04573690147501731,0.03700942086821014,22165.076000981753,2.56,3,24.916553798923033,0.23405645371400427,"{'2': 11, '3': 14}",44.421101508588556,0.1,0.07241658870446051,189.4495658011726,2.8193885777810026,0.04387374393322593,0.425929529185789,103.79720697047432
0.2255860423501342,0.23154488517745303,0.5428690724724128,2.6693820637608634,5844.464467832632,0.31772291647891204,0.2007375029226144,0.00020745179786748244,2.2178180429318924e-08,1.007993218391882e-06,0.20080416956916453,0.0002073571476671532,2.1959722636510197e-08,1.0088642260069891e-06,0.4147250001318753,0.00041152677201428865,0.0001370007006907296,0.2134145857145389,0.0004369779319707353,1.9898916433944443e-07,4.305302431058718e-06,0.21722500237325829,0.0004505824756468731,5.70651945905553e-08,3.7296927608343466e-06,0.21915833571304877,0.0003239977396181833,0.20007291960840423,2.610313091217651e-07,2.673536997366277e-06,0.21927916885664064,0.0003268029788500826,2.3443589477932585e-07,2.7032668121466467e-06,0.000282137665612936,1.9172041189230328e-08,1.7377246599004082e-06,0.20078333616256713,0.00024049752249387287,1.9446428802396192e-08,1.2880472470860882e-06,130.2268141937246,86.7909248964581,0.04436074497792714,0.044268620568054924,0.042939952579849394,0.04230418688847309,0.040217241781384035,0.0686812935663991,0.06731305748641896,0.0673603437493631,0.07305495731136154,0.06558300635664167,17377.219860567504,4.33333333333333,4,15.002258752893518,0.29641336190780815,"{'2': 3, '3': 2, '4': 13, '5': 16}",19.883877952010543,0.0020833333333333333,0.09247070583842158,52.29375575583061,8.680073815553804,0.1403113744755943,0.40151638304902615,99.60802989434599
0.1268580375782881,0.05495824634655532,0.8181837160751566,1.388602819824645,1618.8238089770268,0.21436875142777959,0.20000000298023224,0.00025114976229663927,3.209947853221659e-11,1.2258738277666955e-06,0.20000000298023224,0.00025053920454259546,2.97565754715298e-11,1.218457616891655e-06,0.2825062507453064,0.00025446744185728674,0.00010978212952750255,0.20000000298023224,0.0004749573128189392,1.2590873733088018e-09,4.434402225905743e-06,0.20000000298023224,0.0004431734314948699,3.973236878705233e-09,3.913634458707627e-06,0.20000000298023224,0.0003551668191524489,0.20000000298023224,5.840199775602034e-09,2.6822795275549536e-06,0.20000000298023224,0.0003523182381438043,4.5964236463844064e-09,2.6121563036311337e-06,0.00033721421605908595,1.3304301276836673e-11,2.151689820351077e-06,0.20000000298023224,0.0003181751607447344,2.3990120674685586e-11,1.9093358517093446e-06,140.05290401900282,87.45859205206462,0.04606342505489715,0.047567992555144864,0.050402932342645236,0.04857268959088466,0.07216729148743378,0.049518809022156586,0.04484727760071021,0.04603607030512801,0.04470968017125202,0.04595662292214854,17090.863421115697,3.76,4,28.30376609519676,0.17740569972501347,"{'3': 8, '4': 19, '5': 3}",25.63282664970115,0.010416666666666666,0.07350714823746447,97.11413102067287,2.628081632451014,0.02803754198733961,0.4430474249233635,103.58602597056736
0.0898717566358485,0.08767074261855055,0.822457500745601,0.8404261023669245,845.0023307719299,0.20815000180155038,0.20000000298023224,0.00028755958405781714,2.4503992055209764e-10,1.7726734024966125e-06,0.20000000298023224,0.0002891990107855236,1.824217963625688e-10,1.7905626589505748e-06,0.23579583435008925,0.0002468342023348669,0.00011631829144865454,0.20000000298023224,0.0005090905040863921,2.017229306777351e-09,5.156137954287487e-06,0.20000000298023224,0.00045196559714592394,2.2991754620905625e-09,4.224799108213754e-06,0.20000000298023224,0.00039350432067900937,0.20000000298023224,6.003222136558636e-09,3.371530432942175e-06,0.20000000298023224,0.0003971702765284135,3.871917971608259e-09,3.398652610793936e-06,0.0003667795638648386,1.3964960124705424e-10,2.6720532362152954e-06,0.20000000298023224,0.0003269493368558566,1.5061733995340299e-10,2.2120250928884627e-06,124.14959647489006,85.6038122730131,0.0380302493291524,0.051618695443747455,0.0374621820745954,0.03758398577471893,0.0205712187550077,0.04638255666301006,0.04504110230201291,0.04266007174371482,0.04521722131181926,0.04558707043971915,16681.5191380142,3.44,3,31.47776240596065,0.15681342771590517,"{'3': 17, '4': 12, '5': 1}",15.680926601975052,0.08541666666666667,0.05309914776925885,49.16240241543537,3.060615019904441,0.041667632321781695,0.37882231142130457,104.27341926207964
0.012800477184610796,0.026011034894124662,0.9611884879212645,10.090581840673055,25294.45641273875,0.2680979166800777,0.20000000298023224,0.00012351812641403132,5.835735467603816e-07,1.5762104595751224e-06,0.20000000298023224,9.23852407860674e-05,6.904753128367247e-07,1.4532676047451786e-06,0.30706666788707176,0.0006376720973397217,0.0002520442355489649,0.20000000298023224,0.0005565291919992887,1.2033883130868616e-06,1.1387794524845654e-05,0.20000000298023224,4.241173347333908e-06,5.687892583713013e-06,5.7636475276012785e-06,0.20000000298023224,-0.0001210805093402693,0.20000000298023224,5.553266192729704e-06,3.5390871152192935e-06,0.20000000298023224,-0.00016935581493271457,6.200588553421464e-06,3.3237929879229948e-06,0.0003803647231203892,1.1616416468740454e-07,3.578705592606942e-06,0.20000000298023224,0.00021607044376044845,4.914027528002407e-07,2.4313385971197476e-06,50.68754573863274,94.5053481422301,0.30573442962271574,0.02321733718247121,0.056679792927993515,0.3866831676701299,0.09655392141898003,0.12833421734963876,0.08779385323136005,0.13649424221975728,0.049872119865946404,0.1624153734905393,19531.60117690346,4.56666666666667,5,4.701882595486111,0.5513814903445385,"{'4': 14, '5': 20}",30.505031211287886,0.0,0.22352017767423174,355.10007377214674,1.9123203546945429,0.012206560810190791,0.0,89.11205628180572
0.12467939158962124,0.11028034595884281,0.765040262451536,1.3279398035082997,1856.652297402355,0.2103083356594046,0.20000000298023224,0.00034756243176161663,1.215869131541344e-11,2.4529294350372766e-06,0.20000000298023224,0.0003481228569398809,1.196504183889555e-11,2.4567726361131765e-06,0.28128750026226046,0.00033390168949457195,0.00014788055082135543,0.20000000298023224,0.0006325240106889396,9.844785287483723e-10,7.88757578208769e-06,0.20002083629369735,0.0005473466396021346,9.093552923723827e-10,5.9008902068076925e-06,0.20005416963249445,0.0004637388454890849,0.20000000298023224,1.803541613677826e-09,4.4405268399808995e-06,0.20004166960716246,0.0004642825302653364,1.751949410913091e-09,4.444883721651157e-06,0.00047732998218634747,7.558696015740515e-12,4.491643833226533e-06,0.20000000298023224,0.0004098463682263779,1.0331005632855291e-11,3.299407748554491e-06,102.90105507487985,88.26177666698098,0.06802764864242299,0.06717773948209108,0.06754751413682435,0.06671204783324143,0.06471469777726399,0.06680949401114832,0.07472598031774312,0.06295592822833815,0.06471243519253506,0.05615562770143912,17272.004192780812,1.64,2,33.71406521267361,0.25137592122097935,"{'1': 11, '2': 13, '4': 1}",22.669255708765103,0.00625,0.08370873911158906,81.62307758661764,4.379257492901169,0.0857686408250052,0.5232799585267419,102.81928070402526
0.3328347748285118,0.17362063823441692,0.49354458693707126,0.8189652635705664,718.1292133967952,0.2976625002299746,0.20000000298023224,4.617646629867522e-05,1.9418543458690298e-11,3.928167288669293e-08,0.20000000298023224,4.62064554767494e-05,1.4867311570222753e-11,3.911036410101746e-08,0.35632499993468325,6.309087972719377e-05,2.3200432288679924e-05,0.20000000298023224,0.0001144006595798904,1.206863434868739e-09,2.8753644955396376e-07,0.20000000298023224,9.594600481553547e-05,7.503599704745349e-10,1.7224611951564364e-07,0.20000000298023224,6.602098679498643e-05,0.20000000298023224,3.575429223872248e-09,1.061803391174306e-07,0.20000000298023224,7.378963901677101e-05,1.5883173139150832e-09,1.1562661329881744e-07,7.895597309470759e-05,1.1009398370709876e-11,1.2843906674516366e-07,0.20000000298023224,6.099579948871299e-05,1.0470847248789916e-11,6.576902537765624e-08,38.42261603107512,67.56988462711048,0.02454917692081574,0.022736544074660713,0.03059412235721779,0.02659568140342229,0.024882751336650227,0.03900233469630443,0.03808412026257355,0.03812574513996698,0.035975500939779685,0.037486734252611766,16819.548166303655,3.5,4,2.8893798828125,0.23494302719853302,"{'2': 2, '3': 14, '4': 16, '5': 2}",75.5238559016475,0.0,0.046884735248204405,179.36244278228386,4.254297427000787,0.024149611884001772,0.20498009219774788,104.52537252317883
0.07707125809751109,0.025715990453460617,0.8972127514490282,3.5106834481825846,4694.278333050164,0.3053404764050529,0.20000000298023224,0.0003762338518364621,1.0542089041667847e-09,2.3490228757271413e-06,0.20000000298023224,0.00037448043973806004,8.880845662037221e-10,2.320252340972556e-06,0.45649761926560173,0.0005569396327094485,0.00020459315343205594,0.20000000298023224,0.0006348384411207267,4.6817417066945056e-08,7.5343387260588875e-06,0.20000000298023224,0.0006070554903652962,2.6868214707066938e-08,6.674255494198448e-06,0.20000000298023224,0.0005084989746267509,0.20000000298023224,9.856946443826635e-08,5.4636561615206165e-06,0.2001404789586862,0.0005128664976274151,8.323624517255927e-08,5.426117493135237e-06,0.00045459051228438814,5.223281005138438e-10,3.3700875151442318e-06,0.20000000298023224,0.0004254355951118106,3.197544268384087e-10,2.9393197770505573e-06,129.1022434767435,88.63370399179192,0.0816168990856241,0.07051891310991254,0.0777780313464202,0.08006750582571853,0.10123372165022655,0.10276963373688917,0.10884244252394899,0.10583433711667657,0.09799003806189686,0.108818702028362,17443.51417930153,4.44,4,11.920555348875661,0.3667590782134941,"{'3': 3, '4': 10, '5': 15}",7.382531362866599,0.0,0.11575883721927742,89.50479408334684,2.144242691641686,0.020903294442567513,0.3622470114672642,101.65614335679354
