predicted,truth
3.8187361111111082,3.08
4.296527777777771,4.466666666666669
2.930305555555557,2.56
3.711888888888888,4.33333333333333
3.8441666666666645,3.76
3.469416666666667,3.44
4.302305555555549,4.56666666666667
1.4868583333333343,1.64
3.4799722222222216,3.5
4.264888888888892,4.44
3.738583333333327,4.0
3.9155555555555495,4.04
4.187438888888891,4.48
2.821138888888888,2.3333333333333304
3.2184166666666614,2.68
3.1348888888888893,3.56
4.471294444444447,3.84
3.7009166666666653,4.16
3.1122777777777766,3.0
4.348638888888897,4.44
4.088805555555557,4.2
3.6354722222222193,3.28
3.3521666666666685,3.32
2.6617222222222234,2.4
2.5768611111111115,2.68
4.369194444444447,4.5
3.3186944444444317,3.44
2.589027777777781,2.63333333333333
3.840166666666666,3.72
3.9816388888888863,4.9
3.755208333333334,3.32
3.2703888888888892,3.12
4.195250000000001,4.3
4.034180555555556,4.3
4.282194444444445,4.6
4.469333333333326,4.56666666666667
3.8648333333333285,4.04
2.259124999999999,1.8666666666666696
4.560861111111112,4.83333333333333
3.6122333333333345,3.9
3.0132777777777777,2.84
4.454666666666668,4.466666666666669
3.120569444444446,2.4
4.223027777777774,4.32
4.747777777777773,4.84
3.8464999999999976,3.52
2.8461111111111124,2.28
3.6795555555555586,3.44
1.3850000000000025,1.24
2.2970555555555543,1.52
4.7071111111111055,4.52
3.526250000000003,3.64
4.425872222222219,4.52
4.340944444444447,4.48
3.547361111111108,3.8
3.1897777777777723,2.48
3.048152777777771,2.6
3.114833333333329,2.4
3.7057777777777776,3.52
1.580750000000002,1.04
3.8699027777777792,3.56
1.6868555555555556,1.8
2.4930555555555602,2.4
3.425486111111108,2.96
3.374194444444443,3.0
1.7023555555555563,1.1
4.130638888888892,3.88
2.1839722222222226,1.6333333333333302
4.031214285714281,4.36666666666667
3.028416666666661,3.04
3.3830777777777805,3.28
4.079472222222229,4.44
3.4000277777777774,4.5
2.3515138888888907,2.4
3.443527777777775,3.12
3.7429555555555583,3.28
3.1833055555555547,3.92
4.378416666666662,4.88
4.15438333333334,4.52
3.8538888888888874,3.53333333333333
4.258872222222225,4.5
4.895527777777792,4.92
4.15438333333334,4.48
3.485847222222222,3.64
2.7321111111111143,2.64
4.046111111111112,4.36
2.6451111111111056,2.28
3.926388888888886,3.88
1.5063333333333297,1.36
3.0048333333333366,2.56
3.704194444444442,3.72
3.6454722222222236,4.24
3.757861111111106,3.52
2.254916666666668,2.0
3.6566388888888937,3.8
2.471583333333331,1.68
3.8384166666666695,4.08
3.872500000000004,3.9
3.2107499999999995,2.4
3.4101111111111138,3.48
3.8108611111111146,3.68
4.300861111111101,4.76
4.142555555555554,3.96
3.9932777777777715,3.88
4.042847222222222,4.52
4.300499999999994,4.44
4.149527777777775,4.04
3.8106111111111196,3.6666666666666696
2.463499999999997,2.2333333333333303
2.5114999999999905,2.36
3.1297111111111096,3.4
4.866444444444457,4.76
3.164277777777778,2.88
2.163638888888889,1.64
4.370222222222221,4.68
4.293722222222224,4.16
3.6045611111111127,3.76
2.8157777777777797,2.68
2.8117500000000035,3.06666666666667
3.8798611111111065,3.72
3.140305555555558,3.4
3.140305555555558,3.36
3.5259166666666624,3.93333333333333
1.487277777777779,1.1
3.2043333333333295,2.84
2.4113194444444437,2.56
3.1587222222222264,3.2
3.1829444444444417,2.72
4.2930833333333345,4.44
3.7423888888888865,4.13333333333333
4.249138888888894,4.48
2.2067499999999987,2.6
2.8058611111111116,3.24
4.323088888888886,4.04
4.495305555555557,4.466666666666669
3.844722222222225,4.52
4.033083333333334,4.2
1.921027777777778,2.04
3.4950138888888893,4.0
4.092972222222232,4.48
3.390249999999999,4.0
3.84653888888889,3.36
3.802361111111115,3.84
3.794844444444444,3.72
2.3760833333333258,2.36666666666667
3.948930555555553,3.84
4.019500000000003,4.0
3.439541666666668,3.0
2.705305555555555,2.8
3.995475000000012,4.43333333333333
4.267472222222215,4.08
2.2814722222222215,1.8
4.243611111111113,4.12
4.076794444444449,3.92
3.7154444444444463,2.8
2.371533333333334,2.24
3.906250000000004,3.8
3.9754444444444457,4.28
3.6663555555555596,3.04
4.317305555555555,4.36
2.8263888888888884,2.84
4.40488888888889,4.68
4.3056666666666645,4.7
2.725388888888884,2.72
2.5584861111111072,2.2
2.9561388888888867,2.68
2.6023333333333327,2.96
2.9041944444444487,2.96
3.182333333333332,3.64
2.169333333333334,1.56
